Facility ID,Facility,Permit Type,Permit Status,Facility Town
1455,BLUENOSE MINI MART,Food Shop,Issued,HALIFAX
1456,PLAZA GROCERY,Food Shop,Issued,HALIFAX
1457,SAWADEE TEA HOUSE,Food Shop,Issued,HALIFAX
1458,FAIRVIEW VARIETY,Food Shop,Issued,HALIFAX
1459,NEWFOUNDLAND GROCERY STORE,Food Shop,Issued,HALIFAX
1460,BLACK BEAR ICE CREAM EMPORIUM LIMITED,Food Shop,Issued,HALIFAX
1461,ZATZMAN SPORTSPLEX FOOD TO GO BY KITCHEN DOOR,Food Shop,Issued,DARTMOUTH
1462,GIANT TIGER,Food Shop,Issued,HALIFAX
1463,SIMPLY FOR LIFE,Food Shop,Issued,HALIFAX
1464,SIMPLY FOR LIFE -DARTMOUTH,Food Shop,Issued,DARTMOUTH
1465,SHOPPERS DRUG MART,Food Shop,Issued,HALIFAX
1466,HOLD FAST CAFE,Food Shop,Issued,HALIFAX
1467,GETAWAY MEAT MONGERS-Seaport Market,Food Shop,Issued,HALIFAX
1468,GETAWAY FARM BUTCHER SHOP-HYDROSTONE,Food Shop,Issued,HALIFAX
1469,VANDAL DOUGHNUTS,Food Shop,Issued,DARTMOUTH
1470,BLUE HARBOUR CHEESE INC,Food Shop,Issued,DARTMOUTH
1471,CHEBUCTO GROCERY,Food Shop,Issued,HALIFAX
1472,LAKESIDE CAFE,Food Shop,Issued,DARTMOUTH
1473,KALISIMBI SHOP,Food Shop,Issued,HALIFAX
1474,BIG RAY CONVENIENCE LTD,Food Shop,Issued,DARTMOUTH
1475,CRYSTALS CONVENIENCE,Food Shop,Issued,HALIFAX
1476,DON 88 ASIAN GROCERY STORE,Food Shop,Issued,HALIFAX
1477,HUB GENERAL STORE (THE),Food Shop,Issued,HALIFAX
1478,BIG RAY ASIAN STORE LTD,Food Shop,Issued,HALIFAX
1479,LAYERS CAKES INC.,Food Shop,Issued,HALIFAX
1480,BRIDGEVIEW GROCERY,Food Shop,Issued,HALIFAX
1481,TJ's Grocery & Video,Food Shop,Issued,HALIFAX
1482,SOMETHING SWEET DESSERT DELIVERY,Food Shop,Issued,HALIFAX
1483,STONE HEARTH CAFE AT KESHEN,Food Shop,Issued,HALIFAX
1484,LUMINATE CO WELLNESS MARKET,Food Shop,Issued,HALIFAX
1485,ASMARA CONVENIENCE STORE,Food Shop,Issued,HALIFAX
1486,LOONG 7 MART,Food Shop,Issued,HALIFAX
1487,CRAFTY FOX MAKERSPACE INC,Food Shop,Issued,HALIFAX
1488,JJ MART KOREAN FOOD INC,Food Shop,Issued,HALIFAX
1489,BROTHERS INDIAN GROCERY STORE,Food Shop,Issued,HALIFAX
1490,NOVA GROCERY,Food Shop,Issued,HALIFAX
1491,ALADDIN'S LAUNDROMAT,Food Shop,Issued,DARTMOUTH
1492,SHOPPERS DRUG MART #137,Food Shop,Issued,HALIFAX
1493,CHEN PAPA FOOD LTD - SEAPORT MARKET,Food Shop,Issued,HALIFAX
1494,Joe's Meat Market,Food Shop,Issued,HALIFAX
1495,D & H NOODLE SHOP,Food Shop,Issued,HALIFAX
1496,EASTERN HOUSE CUISINE LTD,Food Shop,Issued,HALIFAX
1497,STARBUCKS DOUBLE TREE DARTMOUTH,Food Shop,Issued,DARTMOUTH
1498,SHOPPERS DRUG MART #134,Food Shop,Issued,HALIFAX
1499,PETRO-PASS,Food Shop,Issued,DARTMOUTH
1500,PETRO CANADA,Food Shop,Issued,DARTMOUTH
1501,PETRO CANADA,Food Shop,Issued,DARTMOUTH
1502,WALMART - HALIFAX #3636,Food Shop,Issued,HALIFAX
1503,LAWTONS 172,Food Shop,Issued,HALIFAX
1504,OLIVET GROCERY,Food Shop,Issued,HALIFAX
1505,FAST FUEL #4523,Food Shop,Issued,DARTMOUTH
1506,WOODLAWN CONVENIENCE STORE,Food Shop,Renewal Pending,DARTMOUTH
1507,JMJ FOOD MARKET LTD,Food Shop,Renewal Pending,DARTMOUTH
1508,SOBEYS EXPRESS PETRO CAN EXHIBITION PARK,Food Shop,Renewal Pending,HALIFAX
1509,SHOPPERS DRUG MART #138,Food Shop,Renewal Pending,HALIFAX
1510,SUPER MIKES,Food Shop,Renewal Pending,HALIFAX
1511,EVOLVE FITNESS,Food Shop Seasonal,Issued,HALIFAX
1512,SHUBIE DOO'S CANTEEN (SHUBIE CAMPGROUND),Food Shop Seasonal,Issued,DARTMOUTH
1513,KIWANIS KONES ICE CREAM PAVILION,Food Shop Seasonal,Issued,DARTMOUTH
1514,PEELERS POTATOES - MOBILE EATING,Mobile Eating Establishment,Issued,HALIFAX
1515,TNJ Fish & Chips,Mobile Eating Establishment,Issued,HALIFAX
1516,BEAVERTAILS NOVA SCOTIA MOBILE,Mobile Eating Establishment,Issued,HALIFAX
1517,MOJO FOOD ENTERPRISES,Mobile Eating Establishment,Issued,DARTMOUTH
1518,BUD THE SPUD - MOBILE CLASS 1,Mobile Eating Establishment,Issued,HALIFAX
1519,HABANEROS MODERN TACO BAR - GECKO BUS,Mobile Eating Establishment,Issued,DARTMOUTH
1520,GWEILO/SWEET DUDES/NS DONAIR SHOP TRAILER,Mobile Eating Establishment,Issued,DARTMOUTH
1521,CHEESE CURDS FOOD TRUCK,Mobile Eating Establishment,Issued,DARTMOUTH
1522,SOUP'S ON THE MOVE,Mobile Eating Establishment,Issued,DARTMOUTH
1523,BURNSIDE MOBILE CATERING,Mobile Eating Establishment,Issued,DARTMOUTH
1524,RAFALSKI BBQ SAUSAGES (FISH&CHIP TRUCK) - MOBILE 1,Mobile Eating Establishment,Issued,HALIFAX
1525,PAUL GRAY - MOBILE,Mobile Eating Establishment,Issued,DARTMOUTH
1526,DRIFT COFFEE,Mobile Eating Establishment,Issued,HALIFAX
1527,RAVEN ESPRESSO BOUTIQUE (THE),Mobile Eating Establishment,Issued,HALIFAX
1528,JAMDOUNS FOOD TRUCK,Mobile Eating Establishment,Issued,HALIFAX
1529,PICKFORD & BLACK - FOOD TRUCK,Mobile Eating Establishment,Issued,HALIFAX
1530,RENDEZVOUS FOOD TRUCK (THE),Mobile Eating Establishment,Issued,DARTMOUTH
1531,TOS DONUT BUS,Mobile Eating Establishment Seasonal,Issued,DARTMOUTH
1532,MR SMOOTH - MOBILE SEASONAL,Mobile Eating Establishment Seasonal,Issued,DARTMOUTH
1533,HIGH TIDE,Mobile Eating Establishment Seasonal,Issued,HALIFAX
1534,GARY'S FRESH SEAFOOD - MOBILE 1,Other Vendor,Issued,DARTMOUTH
1535,GARY'S FRESH SEAFOOD - MOBILE 2,Other Vendor,Issued,DARTMOUTH
1536,Donna & Victor Burchell (Mobile),Other Vendor,Issued,HALIFAX
1537,Eric Thibault Mobile #4 (Bay of Fundy Finest Seafood),Other Vendor,Renewal Pending,DARTMOUTH
1538,Eric Thibault Mobile #3 (Bay of Fundy Finest Seafood),Other Vendor,Renewal Pending,DARTMOUTH
1539,Eric Thibault Mobile #1 (Bay of Fundy Finest Seafood),Other Vendor,Renewal Pending,DARTMOUTH
1540,Eric Thibault Mobile #2 (Bay of Fundy Finest Seafood),Other Vendor,Renewal Pending,DARTMOUTH
1541,TURKISH AND MEDITERRANEAN BAKES AND FOOD - ALDERNEY LANDING FARMERS MARKET,Public Market,Issued,DARTMOUTH
1542,EL NINO VEGAN TACOS - HALIFAX SEAPORT FARMERS MARKET,Public Market,Issued,HALIFAX
1543,Malgorzata Bialowas - Halifax Brewery Market,Public Market,Issued,HALIFAX
1544,DALHOUSIE STUDENT UNION - DSU SEXTON MARKET,Public Market,Issued,HALIFAX
1545,DSU SUB FARMERS MARKET COLLECTIVE (ORGANIZER),Public Market,Issued,HALIFAX
1546,LEBRUN SEAFOODS - HALIFAX FORUM FARMERS MARKET,Public Market,Issued,HALIFAX
1547,Stella Thomas - Seaport Farmers Market,Public Market,Issued,HALIFAX
1548,FARMHOUSE FOODS - SEAPORT FARMERS MARKET,Public Market,Issued,HALIFAX
1549,Viji Ramesh - Seaport Farmers Market,Public Market,Issued,HALIFAX
1550,Boulangerie la Vendeenne - QEII Hospital Farmers Market,Public Market,Issued,HALIFAX
1551,BOULANGERIE LA VENDEENNE - ALDERNEY LANDING FARMERS MARKET,Public Market,Issued,DARTMOUTH
1552,BOULANGERIE LA VENDEENNE - HALIFAX BREWERY MARKET,Public Market,Issued,HALIFAX
1553,Boulangerie la Vendeenne - Seaport Farmers Market,Public Market,Issued,HALIFAX
1554,TINA FRIESON - ALDERNEY LANDING FARMERS MARKET,Public Market,Issued,DARTMOUTH
1555,WINDY VIEW FARM LTD. (Vance Morse) - SEAPORT FARMERS MARKET,Public Market,Issued,HALIFAX
1556,ROMA CHEESE LTD - HALIFAX SEAPORT FARMERS MARKET,Public Market,Issued,HALIFAX
1557,ROMA CHEESE LTD - ALDERNEY LANDING FARMERS MARKET,Public Market,Issued,DARTMOUTH
1558,HALIFAX BREWERY FARMERS MARKET - ORGANIZER,Public Market,Issued,HALIFAX
1559,Unique Asian Catering - Seaport Farmers Market,Public Market,Issued,HALIFAX
1560,TWO CRUMPETEER'S (THE) - HALIFAX BREWERY FARMERS MARKET,Public Market,Issued,HALIFAX
1561,HEPPYS PIE LADY - HALIFAX BREWERY FARMERS MARKET,Public Market,Issued,HALIFAX
1562,HEPPYS PIE LADY - QEII PARTNERS FOR CARE,Public Market,Issued,HALIFAX
1563,VESSEL MEATS - HALIFAX BREWERY MARKET,Public Market,Issued,HALIFAX
1564,VESSEL MEATS - ALDERNEY LANDING FARMERS MARKET,Public Market,Issued,DARTMOUTH
1565,GARNET REID - ALDERNEY LANDING FARMERS MARKET,Public Market,Issued,DARTMOUTH
1566,STAYNER'S WHARF PUB AND GRILL - HALIFAX SEAPORT FARMERS MARKET,Public Market,Issued,HALIFAX
1567,MARIA DUECK - ALDERNEY LANDING FARMERS MARKET,Public Market,Issued,DARTMOUTH
1568,EAST COAST FAMILY MARKET - SEAPORT FARMERS MARKET,Public Market,Issued,HALIFAX
1569,HENRY & MARIA WALL - ALDERNEY MARKET,Public Market,Issued,DARTMOUTH
1570,Mary Tay - DARTMOUTH FARMERS MARKET,Public Market,Issued,DARTMOUTH
1571,PASTURE HILL FARM - ALDERNEY LANDING  FARMERS MARKET,Public Market,Issued,DARTMOUTH
1572,PASTURE HILL FARM - HISTORIC  FARMERS MARKET CO-0PERATIVE LIMITED,Public Market,Issued,HALIFAX
1573,BOUNTYWOODS FARM - HALIFAX FORUM FARMERS MARKET,Public Market,Issued,HALIFAX
1574,SRI LANKAN FOOD CORNER - ALDERNEY LANDING FARMERS MARKET,Public Market,Issued,DARTMOUTH
1575,BLUEBIRD INTERNATIONAL TRADING CO. - ALDERNEY FARMERS MARKET,Public Market,Issued,DARTMOUTH
1576,ALAA CARTE YARMOUTH - ALDERNEY LANDING FARMERS MARKET,Public Market,Issued,DARTMOUTH
1577,Pamela McPherson/Seaport Market,Public Market,Issued,HALIFAX
1578,SHANI'S FARMS - CHERYL WILLIAMS - Seaport Farmers Market,Public Market,Issued,HALIFAX
1579,SATISFACTION FEAST - HALIFAX BREWERY MARKET,Public Market,Issued,HALIFAX
1580,PARTNERS FOR CARE - QEII PARTNERS FOR CARE FARMERS MARKET (Organizer),Public Market,Issued,HALIFAX
1581,MACDOUGALL MEADOWS - HALIFAX FORUM FARMERS MARKET,Public Market,Issued,HALIFAX
1582,MARY ANN LAPIERRE - SEAPORT FARMERS MARKET,Public Market,Issued,HALIFAX
1583,HALIFAX SEAPORT FARMERS MARKET (Organizer),Public Market,Issued,HALIFAX
1584,KHURSHID HALAL SHACK - SPRYFIELD DISTRICT AND COMMUNITY MARKET,Public Market,Issued,HALIFAX
1585,BROTHER KHURSHID HALAL SHACK - HALIFAX FORUM FARMERS MARKET,Public Market,Issued,HALIFAX
1586,MOON FIRE FARM - HALIFAX BREWERY MARKET,Public Market,Issued,HALIFAX
1587,CABBAGE PATCH KIMCHI - HALIFAX SEAPORT FARMERS MARKET,Public Market,Issued,HALIFAX
1588,JUST BAKED POTATOES - HALIFAX BREWERY MARKET,Public Market,Issued,HALIFAX
1589,DOUBLES PLUS - HALIFAX SEAPORT FARMERS MARKET,Public Market,Issued,HALIFAX
1590,SCHOOLHOUSE GLUTEN-FREE GOURMET - Seaport Farmers Market,Public Market,Issued,HALIFAX
1591,THAT DUTCHMAN'S FARM - Seaport Farmers Market,Public Market,Issued,HALIFAX
1592,ADEN INVESTMENTS LTD - HALIFAX FORUM FARMERS MARKET,Public Market,Issued,HALIFAX
1593,Acadiana Soy Products - HALIFAX BREWERY MARKET,Public Market,Issued,HALIFAX
1594,BAGELS! WITH CREAM CHEESE - ALDERNEY LANDING FARMERS MARKET,Public Market,Issued,DARTMOUTH
1595,BAGELS! WITH CREAM CHEESE - HALIFAX SEAPORT FARMERS MARKET,Public Market,Issued,HALIFAX
1596,BIG LIFE WHOLE FOODS - HALIFAX BREWERY MARKET,Public Market,Issued,HALIFAX
1597,BURRITOS TAH GO - HALIFAX FORUM FARMERS MARKET,Public Market,Issued,HALIFAX
1598,BURRITOS TAH GO - HALIFAX SEAPORT FARMERS MARKET,Public Market,Issued,HALIFAX
1599,HALIFAX FORUM FARMERS MARKET - ORGANIZER,Public Market,Issued,HALIFAX
1600,ELMRIDGE - SEAPORT FARMERS MARKET,Public Market,Issued,HALIFAX
1601,DIV SOUTH INDIAN CUISINE INC - HALIFAX BREWERY MARKET,Public Market,Issued,HALIFAX
1602,OULTONS POULTRY FARM LTD - HALIFAX FORUM FARMERS MARKET,Public Market,Issued,HALIFAX
1603,O'CUBANO CREATIVE CAFE & CATERING - ALDERNEY LANDING FARMERS MARKET,Public Market,Issued,DARTMOUTH
1604,Ran-Cher Acres - SEAPORT FARMERS MARKET,Public Market,Issued,HALIFAX
1605,WILLIAM WOOD - HALIFAX SEAPORT FARMERS MARKET,Public Market,Issued,HALIFAX
1606,Pierogis 4 You - Seaport Farmers Market,Public Market,Issued,HALIFAX
1607,NOGGINS CORNER FARM (2015) LTD - HALIFAX FORUM FARMERS MARKET,Public Market,Issued,HALIFAX
1608,GOLDWATER SEAFOODS - QEII PARTNERS FOR CARE,Public Market,Issued,HALIFAX
1609,Suprima Farms -  SEAPORT FARMERS MARKET,Public Market,Issued,HALIFAX
1610,SUPRIMA FARMS LIMITED - HALIFAX FORUM FARMERS MARKET,Public Market,Issued,HALIFAX
1611,JANINA'S CAFE - HISTORIC FARMERS MARKET,Public Market,Issued,HALIFAX
1612,GRAND PRE WINES LTD - HALIFAX BREWERY MARKET,Public Market,Issued,HALIFAX
1613,EL GALLO MEXICAN CUISINE - HALIFAX BREWERY MARKET,Public Market,Issued,HALIFAX
1614,EL GALLO MEXICAN CUISINE - ALDERNEY LANDING FARMERS MARKET,Public Market,Issued,DARTMOUTH
1615,SPRYFIELD FARMERS MARKET - ORGANIZER,Public Market,Issued,HALIFAX
1616,SWEET WILLIAM'S - SEAPORT FARMERS MARKET,Public Market,Issued,HALIFAX
1617,Sweet Williams - HISTORIC FARMERS MARKET,Public Market,Issued,HALIFAX
1618,RAYMOND FRIESEN - ALDERNEY LANDING FARMERS MARKET,Public Market,Issued,DARTMOUTH
1619,MANDY EDWARDS - HALIFAX FORUM FARMERS MARKET,Public Market,Issued,HALIFAX
1620,Bramoso Gourmet Pizzeria - Seaport Farmers Market,Public Market,Issued,HALIFAX
1621,HENRY & NETA DUECK - ALDERNEY LANDING FARMERS MARKET,Public Market,Issued,DARTMOUTH
1622,ZACH VAN WAGNER - ALDERNEY LANDING FARMERS MARKET,Public Market,Issued,DARTMOUTH
1623,GOLD ISLAND BAKERY - HALIFAX BREWERY MARKET,Public Market,Issued,HALIFAX
1624,CAKE LADY (THE) - ALDERNEY LANDINGFARMERS MARKET,Public Market,Issued,DARTMOUTH
1625,JASON WOODBURN - ALDERNEY LANDING FARMERS MARKET,Public Market,Issued,DARTMOUTH
1626,MARY'S AFICAN CUISINE - Seaport Farmers Market,Public Market,Issued,HALIFAX
1627,JULIEN'S PASTRY SHOP - SEAPORT FARMERS MARKET,Public Market,Issued,HALIFAX
1628,MOUNT DENSON BLUEBERRIES - SPRYFIELD AND DISTRICT COMMUNITY MARKET,Public Market,Issued,HALIFAX
1629,TAPROOT FARMS - SPRYFIELD FARMERS MARKET,Public Market,Issued,HALIFAX
1630,BECK FARM - HALIFAX FORUM FARMERS MARKET,Public Market,Issued,HALIFAX
1631,COMMON CONFECTIONS - ALDERNEY LANDING FARMERS MARKET,Public Market,Issued,DARTMOUTH
1632,SNOWY RIVER FARMS - ALDERNEY LANDING FARMERS MARKET,Public Market,Issued,DARTMOUTH
1633,BUTTERED BLISS CATERING - HALIFAX SEAPORT FARMERS MARKET,Public Market,Issued,HALIFAX
1634,HALIFAX HONEY COMPANY (THE) - HALIFAX SEAPORT FARMERS MARKET,Public Market,Issued,HALIFAX
1635,ELMRIDGE FARM (2003) - HALIFAX FORUM FARMERS MARKET,Public Market,Issued,HALIFAX
1636,EEYAA FUSION INDIAN STREET FOOD - HALIFAX BREWERY MARKET,Public Market,Issued,HALIFAX
1637,ABUNDANT ACRES - HALIFAX SEAPORT FARMERS MARKET,Public Market,Issued,HALIFAX
1638,BLISS BOWLS - HALIFAX SEAPORT FARMERS MARKET,Public Market,Issued,HALIFAX
1639,JAMROCK CAFE & CATERING - HALIFAX BREWERY MARKET,Public Market,Issued,HALIFAX
1640,PICKLED PINK TRADITIONAL FOOD AND DRINK - HALIFAX BREWERY FARMERS MARKET,Public Market,Issued,HALIFAX
1641,TATO FOOD - HALIFAX SEAPORT FARMERS MARKET,Public Market,Issued,HALIFAX
1642,BAM BAM'S BAGELS WITH CREAM CHEESE - HALIFAX FORUM FARMERS MARKET,Public Market,Issued,HALIFAX
1643,TWO CRUMPETEERS (THE) - HALIFAX SEAPORT FARMERS MARKET,Public Market,Issued,HALIFAX
1644,CHARLENE'S RESTAURANT - HALIFAX SEAPORT FARMERS MARKET,Public Market,Issued,HALIFAX
1645,HOOKED HALIFAX LIMITED - HALIFAX BREWERY MARKET,Public Market,Issued,HALIFAX
1646,RED MOUNTAIN FARM - ALDERNEY LANDING FARMERS MARKET,Public Market,Issued,DARTMOUTH
1647,SHIVANI'S KITCHEN BOOTH - HALIFAX SEAPORT FARMERS MARKET,Public Market,Issued,HALIFAX
1648,ALFRED LAMPL - ALDERNEY LANDING FARMERS MARKET,Public Market,Issued,DARTMOUTH
1649,MAPLE SHADE GARDENS - ALDERNEY LANDING FARMERS MARKET,Public Market,Issued,DARTMOUTH
1650,HEPPY'S PIE LADY - SPRYFIELD FARMERS MARKET,Public Market,Issued,HALIFAX
1651,BROTHER KHURSHID'S HALAL SHACK - QEII PARTNERS FOR CARE FARMERS MARKET,Public Market,Issued,HALIFAX
1652,ROUTE 6 FOOD TRUCK COMPANY - HALIFAX BREWERY MARKET,Public Market,Issued,HALIFAX
1653,SPROUT THERAPY - HALIFAX BREWERY MARKET,Public Market,Issued,HALIFAX
1654,CABBAGE PATCH KIMCHI - HALIFAX BREWERY MARKET,Public Market,Issued,HALIFAX
1655,NAHED HASOUNA - HALIFAX BREWERY MARKET,Public Market,Issued,HALIFAX
1656,OAKVIEW FARM - HALIFAX SEAPORT MARKET,Public Market,Issued,HALIFAX
1657,PON PON FOODS - ALDERNEY LANDING FARMERS MARKET,Public Market,Issued,DARTMOUTH
1658,MACDOUGALL MEADOWS - HALIFAX BREWERY MARKET,Public Market,Issued,HALIFAX
1659,ASCENSION RAW FOODS - HALIFAX FORUM FARMERS MARKET,Public Market,Renewal Pending,HALIFAX
1660,SWEETWOOD FARM - HALIFAX FORUM FARMERS MARKET,Public Market,Renewal Pending,HALIFAX
1661,ROLL ON TWO CHIMNEY CAKES - HALIFAX SEAPORT FARMERS MARKET,Public Market,Renewal Pending,HALIFAX
1662,ALDERNEY LANDING FARMER'S MARKET (Organizer),Public Market,Renewal Pending,DARTMOUTH
1663,ADAM'S DOGS,Pushcart,Issued,DARTMOUTH
1664,DOGS ON WHEELS (MUSZALSKI MOBILE 1),Pushcart,Issued,HALIFAX
1665,BUCKLEY'S BBQ,Pushcart,Issued,HALIFAX
1666,HALIFAX HOTDOG COMPANY,Pushcart,Issued,HALIFAX
1667,ASADO WOOD FIRED GRILL,Pushcart,Issued,DARTMOUTH
1668,ROCKY (MOBILE #1),Pushcart,Issued,HALIFAX
1669,MALAGASH HOP & PICKLE (Mobile),Pushcart,Issued,HALIFAX
1670,MONDO DOGS - PUSHCART,Pushcart,Issued,DARTMOUTH
